Name, class, n, opt, gap, lb0, lb, ub0, ub, rootColCnt, totalColCnt, exploredNodeCnt, rmpCnt, pricingCnt,lb0Time, ub0Time, rmpTime, pricingTime, totalTime
N2C2W2_CL2_1_5_B.BPPFI, CL2_1_5,100,1,0,25,25,25,25,0,0,0,0,0,0.004,0.008,0,0,0.014
N2C2W2_CL2_1_5_C.BPPFI, CL2_1_5,100,1,0,25,25,25,25,0,0,0,0,0,0.006,0.011,0,0,0.018
N2C2W2_CL2_1_5_D.BPPFI, CL2_1_5,100,1,0,24,24,25,24,0,5194090,19274,4011322,4011322,0.005,0.008,923.806,642.806,1629.235
N2C2W2_CL2_1_5_E.BPPFI, CL2_1_5,100,1,0,24,25,25,25,0,17759,51,13746,13746,0.006,0.007,3.927,3.903,8.295
N2C2W2_CL2_3_3_A.BPPFI, CL2_3_3,100,1,0,23,24,24,24,0,429,1,330,330,0.007,0.011,0.149,0.119,0.387
N2C2W2_CL2_3_3_B.BPPFI, CL2_3_3,100,1,0,24,25,25,25,0,4544835,17671,3459382,3459382,0.004,0.009,827.541,603.55,1486.7
N2C2W2_CL2_3_3_C.BPPFI, CL2_3_3,100,1,0,24,24,24,24,0,0,0,0,0,0.005,0.008,0,0,0.013
N2C2W2_CL2_3_3_D.BPPFI, CL2_3_3,100,1,0,23,24,24,24,0,438,1,339,339,0.004,0.008,0.145,0.122,0.375
N2C2W2_CL2_3_3_E.BPPFI, CL2_3_3,100,1,0,24,24,24,24,0,0,0,0,0,0.006,0.007,0,0,0.014
N2C2W2_CL2_3_4_A.BPPFI, CL2_3_4,100,0,0.047619048,20,20,21,21,0,14084356,94333,11410619,11410619,0.006,0.012,1982.321,1436.777,3600.021
N2C2W2_CL2_3_4_B.BPPFI, CL2_3_4,100,0,0.045454545,21,21,22,22,0,11207115,43189,8992741,8992741,0.005,0.013,1971.834,1477.082,3600.08
N2C2W2_CL2_3_4_C.BPPFI, CL2_3_4,100,1,0,20,21,21,21,0,487,1,388,388,0.007,0.012,0.177,0.211,0.517
N2C2W2_CL2_3_4_D.BPPFI, CL2_3_4,100,0,0.047619048,20,20,21,21,0,14362509,98245,11642722,11642722,0.005,0.012,1983.412,1424.73,3600.023
N2C2W2_CL2_3_4_E.BPPFI, CL2_3_4,100,1,0,20,21,21,21,0,104270,343,83359,83359,0.006,0.011,28.25,21.588,51.843
N2C2W4_CL1_1_3_A.BPPFI, CL1_1_3,100,0,0.035714286,27,27,28,28,0,10316192,37866,8070890,8070890,0.006,0.009,2098.778,1357.508,3600.055
N2C2W4_CL1_1_3_B.BPPFI, CL1_1_3,100,0,0.034482759,28,28,29,29,0,13052657,66624,10210607,10210607,0.005,0.009,2079.152,1343.676,3600.095
N2C2W4_CL1_1_3_C.BPPFI, CL1_1_3,100,1,0,29,30,30,30,0,380,1,281,281,0.006,0.008,0.123,0.113,0.364
N2C2W4_CL1_1_3_D.BPPFI, CL1_1_3,100,1,0,29,29,29,29,0,0,0,0,0,0.005,0.009,0,0,0.015
N2C2W4_CL1_1_3_E.BPPFI, CL1_1_3,100,1,0,29,29,29,29,0,0,0,0,0,0.006,0.008,0,0,0.015
N2C2W4_CL1_1_5_A.BPPFI, CL1_1_5,100,1,0,19,19,19,19,0,0,0,0,0,0.004,0.014,0,0,0.018
N2C2W4_CL1_1_5_B.BPPFI, CL1_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.006,0.011,0,0,0.018
N2C2W4_CL1_1_5_C.BPPFI, CL1_1_5,100,1,0,20,21,21,21,0,534,1,435,435,0.006,0.011,0.234,0.264,0.635
N2C2W4_CL1_1_5_D.BPPFI, CL1_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.006,0.011,0,0,0.018
N2C2W4_CL1_1_5_E.BPPFI, CL1_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.005,0.011,0,0,0.017
N2C2W4_CL2_1_5_A.BPPFI, CL2_1_5,100,1,0,25,25,25,25,0,0,0,0,0,0.011,0.009,0,0,0.021
N2C2W4_CL2_1_5_B.BPPFI, CL2_1_5,100,1,0,25,26,26,26,0,391,1,292,292,0.003,0.008,0.123,0.105,0.34
N2C2W4_CL2_1_5_C.BPPFI, CL2_1_5,100,1,0,26,26,26,26,0,0,0,0,0,0.005,0.007,0,0,0.013
N2C2W4_CL2_1_5_D.BPPFI, CL2_1_5,100,1,0,26,26,26,26,0,0,0,0,0,0.006,0.012,0,0,0.019
N2C2W4_CL2_1_5_E.BPPFI, CL2_1_5,100,1,0,26,26,26,26,0,0,0,0,0,0.007,0.009,0,0,0.016
N2C2W4_CL2_3_3_A.BPPFI, CL2_3_3,100,1,0,24,25,25,25,0,4015139,15629,3066657,3066657,0.005,0.008,762.523,533.128,1351.778
N2C2W4_CL2_3_3_B.BPPFI, CL2_3_3,100,1,0,25,25,25,25,0,0,0,0,0,0.005,0.008,0,0,0.014
N2C2W4_CL2_3_3_C.BPPFI, CL2_3_3,100,1,0,25,26,26,26,0,718474,2671,538364,538364,0.005,0.008,128.09,100.287,238.653
N2C2W4_CL2_3_3_D.BPPFI, CL2_3_3,100,0,0.038461538,25,25,26,26,0,13609882,72796,10207723,10207723,0.006,0.008,1945.978,1478.76,3600.038
N2C2W4_CL2_3_3_E.BPPFI, CL2_3_3,100,0,0.038461538,25,25,26,26,0,11874054,52492,8908359,8908359,0.005,0.008,1990.511,1450.344,3600.087
N2C2W4_CL2_3_4_A.BPPFI, CL2_3_4,100,1,0,21,21,21,21,0,0,0,0,0,0.006,0.011,0,0,0.017
N2C2W4_CL2_3_4_B.BPPFI, CL2_3_4,100,0,0.045454545,21,21,22,22,0,14007698,95504,11257734,11257734,0.006,0.01,1971.9,1424.247,3600.012
N2C2W4_CL2_3_4_C.BPPFI, CL2_3_4,100,1,0,22,22,22,22,0,0,0,0,0,0.004,0.011,0,0,0.016
N2C2W4_CL2_3_4_D.BPPFI, CL2_3_4,100,1,0,21,22,22,22,0,458,1,359,359,0.006,0.01,0.18,0.172,0.485
N2C2W4_CL2_3_4_E.BPPFI, CL2_3_4,100,1,0,21,22,22,22,0,419,1,320,320,0.006,0.01,0.167,0.153,0.435
N2C3W1_CL1_1_3_A.BPPFI, CL1_1_3,100,1,0,20,20,20,20,0,0,0,0,0,0.005,0.01,0,0,0.017
N2C3W1_CL1_1_3_B.BPPFI, CL1_1_3,100,1,0,19,19,19,19,0,0,0,0,0,0.007,0.011,0,0,0.018
N2C3W1_CL1_1_3_C.BPPFI, CL1_1_3,100,0,0.05,19,19,20,20,0,16054106,100403,12729692,12729692,0.005,0.011,1926.462,1443.775,3600
N2C3W1_CL1_1_3_D.BPPFI, CL1_1_3,100,0,0.047619048,20,20,21,21,0,12842205,76717,10542060,10542060,0.005,0.011,2059.33,1350.15,3600.058
N2C3W1_CL1_1_3_E.BPPFI, CL1_1_3,100,1,0,19,19,19,19,0,0,0,0,0,0.006,0.01,0,0,0.016
N2C3W1_CL1_1_5_A.BPPFI, CL1_1_5,100,1,0,14,14,14,14,0,0,0,0,0,0.006,0.015,0,0,0.022
N2C3W1_CL1_1_5_B.BPPFI, CL1_1_5,100,1,0,13,13,13,13,0,0,0,0,0,0.006,0.016,0,0,0.023
N2C3W1_CL1_1_5_C.BPPFI, CL1_1_5,100,1,0,13,13,14,13,0,2916204,9666,2479610,2479610,0.006,0.012,961.934,720.869,1746.288
N2C3W1_CL1_1_5_D.BPPFI, CL1_1_5,100,1,0,14,14,14,14,0,0,0,0,0,0.006,0.013,0,0,0.021
N2C3W1_CL1_1_5_E.BPPFI, CL1_1_5,100,1,0,13,13,13,13,0,0,0,0,0,0.004,0.016,0,0,0.02
N2C3W1_CL2_1_5_A.BPPFI, CL2_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.006,0.01,0,0,0.017
N2C3W1_CL2_1_5_B.BPPFI, CL2_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.004,0.01,0,0,0.015
N2C3W1_CL2_1_5_C.BPPFI, CL2_1_5,100,1,0,20,20,21,20,0,830920,5154,661390,661390,0.006,0.009,104.913,80.294,197.533
N2C3W1_CL2_1_5_D.BPPFI, CL2_1_5,100,1,0,21,21,21,21,0,0,0,0,0,0.005,0.012,0,0,0.018
N2C3W1_CL2_1_5_E.BPPFI, CL2_1_5,100,1,0,20,20,20,20,0,0,0,0,0,0.006,0.01,0,0,0.017
N2C3W1_CL2_3_3_A.BPPFI, CL2_3_3,100,1,0,19,19,19,19,0,0,0,0,0,0.006,0.009,0,0,0.016
N2C3W1_CL2_3_3_B.BPPFI, CL2_3_3,100,0,0.052631579,18,18,19,19,0,9475011,37103,7525566,7525566,0.007,0.011,2016.955,1434.617,3600.129
N2C3W1_CL2_3_3_C.BPPFI, CL2_3_3,100,1,0,19,19,19,19,0,0,0,0,0,0.004,0.008,0,0,0.015
N2C3W1_CL2_3_3_D.BPPFI, CL2_3_3,100,1,0,19,20,20,20,0,711601,2755,562262,562262,0.005,0.009,161.854,117.422,290.762
N2C3W1_CL2_3_3_E.BPPFI, CL2_3_3,100,0,0.052631579,18,18,19,19,0,12641648,77493,10071606,10071606,0.016,0.009,2000.897,1422.074,3600.126
N2C3W1_CL2_3_4_A.BPPFI, CL2_3_4,100,1,0,16,17,17,17,0,163266,522,136115,136115,0.006,0.012,52.037,39.875,95.491
N2C3W1_CL2_3_4_B.BPPFI, CL2_3_4,100,0,0.058823529,16,16,17,17,0,8734633,34500,7276122,7276122,0.005,0.012,1973.089,1474.929,3600.109
N2C3W1_CL2_3_4_C.BPPFI, CL2_3_4,100,1,0,16,17,17,17,0,4466007,16150,3703336,3703336,0.006,0.012,1230.354,872.01,2184.257
N2C3W1_CL2_3_4_D.BPPFI, CL2_3_4,100,1,0,17,17,17,17,0,0,0,0,0,0.004,0.014,0,0,0.019
N2C3W1_CL2_3_4_E.BPPFI, CL2_3_4,100,0,0.058823529,16,16,17,17,0,6601406,20198,5555283,5555283,0.005,0.012,2079.3,1393.94,3600.156
N2C3W2_CL1_1_3_A.BPPFI, CL1_1_3,100,1,0,22,23,23,23,0,524,1,425,425,0.005,0.011,0.209,0.223,0.575
N2C3W2_CL1_1_3_B.BPPFI, CL1_1_3,100,0,0.041666667,23,23,24,24,0,12525824,69788,10189027,10189027,0.006,0.011,2030.481,1384.726,3600.05
N2C3W2_CL1_1_3_C.BPPFI, CL1_1_3,100,1,0,22,23,23,23,0,494,1,395,395,0.008,0.01,0.221,0.231,0.59
N2C3W2_CL1_1_3_D.BPPFI, CL1_1_3,100,1,0,23,23,23,23,0,0,0,0,0,0.005,0.01,0,0,0.016
N2C3W2_CL1_1_3_E.BPPFI, CL1_1_3,100,1,0,22,22,22,22,0,0,0,0,0,0.005,0.01,0,0,0.016
N2C3W2_CL1_1_5_A.BPPFI, CL1_1_5,100,1,0,15,16,16,16,0,184413,614,154408,154408,0.005,0.014,73.421,59.301,137.129
N2C3W2_CL1_1_5_B.BPPFI, CL1_1_5,100,1,0,16,16,16,16,0,0,0,0,0,0.005,0.012,0,0,0.018
N2C3W2_CL1_1_5_C.BPPFI, CL1_1_5,100,1,0,16,16,16,16,0,0,0,0,0,0.007,0.011,0,0,0.019
N2C3W2_CL1_1_5_D.BPPFI, CL1_1_5,100,1,0,16,16,16,16,0,0,0,0,0,0.006,0.013,0,0,0.019
N2C3W2_CL1_1_5_E.BPPFI, CL1_1_5,100,1,0,15,15,15,15,0,0,0,0,0,0.005,0.012,0,0,0.018
N2C3W2_CL2_1_5_A.BPPFI, CL2_1_5,100,1,0,22,22,22,22,0,0,0,0,0,0.005,0.01,0,0,0.017
N2C3W2_CL2_1_5_B.BPPFI, CL2_1_5,100,1,0,22,23,23,23,0,474,1,375,375,0.005,0.01,0.181,0.176,0.483
N2C3W2_CL2_1_5_C.BPPFI, CL2_1_5,100,1,0,22,22,22,22,0,0,0,0,0,0.006,0.01,0,0,0.016
N2C3W2_CL2_1_5_D.BPPFI, CL2_1_5,100,0,0.043478261,22,22,23,23,0,10260870,49654,8085431,8085431,0.005,0.01,1980.961,1461.789,3600.038
N2C3W2_CL2_1_5_E.BPPFI, CL2_1_5,100,1,0,22,22,22,22,0,0,0,0,0,0.006,0.01,0,0,0.018
N2C3W2_CL2_3_3_A.BPPFI, CL2_3_3,100,1,0,21,21,21,21,0,0,0,0,0,0.006,0.01,0,0,0.016
N2C3W2_CL2_3_3_B.BPPFI, CL2_3_3,100,1,0,21,22,22,22,0,2324,6,1832,1832,0.005,0.009,0.798,0.703,1.746
N2C3W2_CL2_3_3_C.BPPFI, CL2_3_3,100,1,0,21,21,21,21,0,0,0,0,0,0.005,0.009,0,0,0.015
N2C3W2_CL2_3_3_D.BPPFI, CL2_3_3,100,0,0.045454545,21,21,22,22,0,11123428,56288,8728511,8728511,0.005,0.01,1984.991,1454.787,3600.059
N2C3W2_CL2_3_3_E.BPPFI, CL2_3_3,100,1,0,21,21,21,21,0,0,0,0,0,0.006,0.01,0,0,0.016
N2C3W2_CL2_3_4_A.BPPFI, CL2_3_4,100,0,0.052631579,18,18,19,19,0,8590173,31690,7119400,7119400,0.005,0.011,1985.226,1471.999,3600.055
N2C3W2_CL2_3_4_B.BPPFI, CL2_3_4,100,1,0,18,19,19,19,0,556,1,457,457,0.004,0.01,0.28,0.267,0.702
N2C3W2_CL2_3_4_C.BPPFI, CL2_3_4,100,1,0,18,18,18,18,0,0,0,0,0,0.005,0.01,0,0,0.016
N2C3W2_CL2_3_4_D.BPPFI, CL2_3_4,100,0,0.052631579,18,18,19,19,0,7512203,25456,6193781,6193781,0.005,0.01,1995.325,1485.44,3600.197
N2C3W2_CL2_3_4_E.BPPFI, CL2_3_4,100,1,0,18,18,18,18,0,0,0,0,0,0.006,0.012,0,0,0.02
N2C3W4_CL1_1_3_A.BPPFI, CL1_1_3,100,1,0,24,24,24,24,0,0,0,0,0,0.004,0.009,0,0,0.014
N2C3W4_CL1_1_3_B.BPPFI, CL1_1_3,100,1,0,24,25,25,25,0,442,1,343,343,0.005,0.008,0.153,0.157,0.422
N2C3W4_CL1_1_3_C.BPPFI, CL1_1_3,100,1,0,23,23,23,23,0,0,0,0,0,0.005,0.01,0,0,0.016
N2C3W4_CL1_1_3_D.BPPFI, CL1_1_3,100,1,0,24,24,24,24,0,0,0,0,0,0.005,0.009,0,0,0.015
N2C3W4_CL1_1_3_E.BPPFI, CL1_1_3,100,0,0.037037037,26,26,27,27,0,11990724,52459,9537530,9537530,0.004,0.01,1990.421,1457.912,3600.021
N2C3W4_CL1_1_5_A.BPPFI, CL1_1_5,100,1,0,16,17,17,17,0,5494051,15838,4556283,4556283,0.005,0.01,1862.824,1544.335,3504.971
N2C3W4_CL1_1_5_B.BPPFI, CL1_1_5,100,1,0,17,17,17,17,0,0,0,0,0,0.004,0.011,0,0,0.016
N2C3W4_CL1_1_5_C.BPPFI, CL1_1_5,100,1,0,16,16,16,16,0,0,0,0,0,0.005,0.012,0,0,0.018
N2C3W4_CL1_1_5_D.BPPFI, CL1_1_5,100,1,0,16,17,17,17,0,131911,345,109423,109423,0.005,0.011,47.369,40.714,90.843
N2C3W4_CL1_1_5_E.BPPFI, CL1_1_5,100,1,0,16,16,16,16,0,0,0,0,0,0.006,0.013,0,0,0.02
N2C3W4_CL2_1_5_A.BPPFI, CL2_1_5,100,1,0,23,23,23,23,0,0,0,0,0,0.003,0.01,0,0,0.014
N2C3W4_CL2_1_5_B.BPPFI, CL2_1_5,100,0,0.041666667,23,23,24,24,0,11117271,52887,8661899,8661899,0.005,0.01,1951.502,1508.748,3600.069
N2C3W4_CL2_1_5_C.BPPFI, CL2_1_5,100,1,0,22,23,23,23,0,18004,54,14121,14121,0.006,0.008,4.553,4.952,10.015
N2C3W4_CL2_1_5_D.BPPFI, CL2_1_5,100,1,0,23,23,23,23,0,0,0,0,0,0.005,0.009,0,0,0.014
N2C3W4_CL2_1_5_E.BPPFI, CL2_1_5,100,1,0,22,22,22,22,0,0,0,0,0,0.005,0.01,0,0,0.016
N2C3W4_CL2_3_3_A.BPPFI, CL2_3_3,100,1,0,22,22,22,22,0,0,0,0,0,0.005,0.009,0,0,0.015
N2C3W4_CL2_3_3_B.BPPFI, CL2_3_3,100,1,0,22,23,23,23,0,4644071,17951,3606827,3606827,0.005,0.009,942.565,757.228,1760.218
N2C3W4_CL2_3_3_C.BPPFI, CL2_3_3,100,1,0,21,22,22,22,0,478,1,379,379,0.005,0.011,0.181,0.176,0.475
N2C3W4_CL2_3_3_D.BPPFI, CL2_3_3,100,1,0,22,22,22,22,0,0,0,0,0,0.004,0.008,0,0,0.014
N2C3W4_CL2_3_3_E.BPPFI, CL2_3_3,100,1,0,22,23,23,23,0,423,1,324,324,0.006,0.011,0.167,0.167,0.458
N2C3W4_CL2_3_4_A.BPPFI, CL2_3_4,100,1,0,19,19,19,19,0,0,0,0,0,0.005,0.009,0,0,0.015
N2C3W4_CL2_3_4_B.BPPFI, CL2_3_4,100,0,0.05,19,19,20,20,0,12408801,79765,10170972,10170972,0.005,0.01,1900.531,1529.475,3600.014
N2C3W4_CL2_3_4_C.BPPFI, CL2_3_4,100,1,0,18,19,19,19,0,533,1,434,434,0.006,0.012,0.25,0.251,0.636
N2C3W4_CL2_3_4_D.BPPFI, CL2_3_4,100,1,0,19,19,20,19,0,29550,215,22683,22683,0.006,0.01,5.348,5.728,11.88
N2C3W4_CL2_3_4_E.BPPFI, CL2_3_4,100,1,0,19,20,20,20,0,496,1,397,397,0.005,0.011,0.193,0.234,0.552
N3C1W1_CL1_1_3_A.BPPFI, CL1_1_3,200,1,0,50,50,50,50,0,0,0,0,0,0.006,0.02,0,0,0.027
N3C1W1_CL1_1_3_B.BPPFI, CL1_1_3,200,1,0,52,52,52,52,0,0,0,0,0,0.005,0.017,0,0,0.023
N3C1W1_CL1_1_3_C.BPPFI, CL1_1_3,200,0,0.020833333,47,47,48,48,0,3645084,3784,3060088,3060088,0.005,0.018,2592.71,939.988,3600.731
N3C1W1_CL1_1_3_D.BPPFI, CL1_1_3,200,1,0,51,52,52,52,0,1084,1,885,885,0.005,0.018,0.861,0.511,1.535
N3C1W1_CL1_1_3_E.BPPFI, CL1_1_3,200,1,0,47,47,47,47,0,0,0,0,0,0.004,0.018,0,0,0.023
N3C1W1_CL1_1_5_A.BPPFI, CL1_1_5,200,0,0.029411765,33,33,34,34,0,2248753,2477,1930167,1930167,0.005,0.021,2530.126,1008.971,3601.413
N3C1W1_CL1_1_5_B.BPPFI, CL1_1_5,200,0,0.027027027,36,36,37,37,0,5942234,20076,5023817,5023817,0.005,0.022,2234.073,1254.101,3600.113
N3C1W1_CL1_1_5_C.BPPFI, CL1_1_5,200,0,0.03030303,32,32,33,33,0,2751409,3317,2376889,2376889,0.005,0.022,2481.774,1041.365,3600.625
N3C1W1_CL1_1_5_D.BPPFI, CL1_1_5,200,1,0,35,35,35,35,0,0,0,0,0,0.006,0.021,0,0,0.028
N3C1W1_CL1_1_5_E.BPPFI, CL1_1_5,200,1,0,32,32,32,32,0,0,0,0,0,0.006,0.028,0,0,0.035
N3C1W1_CL2_1_5_A.BPPFI, CL2_1_5,200,1,0,47,47,47,47,0,0,0,0,0,0.004,0.018,0,0,0.023
N3C1W1_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.021276596,46,46,47,47,0,7636076,16577,6010228,6010228,0.004,0.016,2177.147,1304.677,3600.011
N3C1W1_CL2_1_5_C.BPPFI, CL2_1_5,200,0,0.022727273,43,43,44,44,0,10496326,30662,8262237,8262237,0.005,0.02,2143.782,1306.536,3600.084
N3C1W1_CL2_1_5_D.BPPFI, CL2_1_5,200,1,0,47,48,48,48,0,29227,39,23175,23175,0.007,0.019,16.47,10.394,27.762
N3C1W1_CL2_1_5_E.BPPFI, CL2_1_5,200,0,0.022727273,43,43,44,44,0,12275017,40000,9473413,9473413,0.004,0.016,2088.867,1345.18,3600.085
N3C1W1_CL2_3_3_A.BPPFI, CL2_3_3,200,1,0,45,45,45,45,0,0,0,0,0,0.006,0.018,0,0,0.024
N3C1W1_CL2_3_3_B.BPPFI, CL2_3_3,200,1,0,46,47,47,47,0,1044,1,845,845,0.004,0.017,0.738,0.534,1.44
N3C1W1_CL2_3_3_C.BPPFI, CL2_3_3,200,0,0.022222222,44,44,45,45,0,4877970,7105,3959347,3959347,0.006,0.016,2345.207,1162.225,3600.04
N3C1W1_CL2_3_3_D.BPPFI, CL2_3_3,200,1,0,47,47,47,47,0,0,0,0,0,0.005,0.017,0,0,0.023
N3C1W1_CL2_3_3_E.BPPFI, CL2_3_3,200,1,0,43,44,44,44,0,2082944,2955,1696647,1696647,0.006,0.018,1270.938,554.486,1868.603
N3C1W1_CL2_3_4_A.BPPFI, CL2_3_4,200,1,0,39,40,40,40,0,445206,521,370140,370140,0.006,0.02,361.307,166.49,539.512
N3C1W1_CL2_3_4_B.BPPFI, CL2_3_4,200,0,0.023809524,41,41,42,42,0,4939350,7610,4113026,4113026,0.005,0.019,2244.61,1259.645,3600.553
N3C1W1_CL2_3_4_C.BPPFI, CL2_3_4,200,1,0,38,38,38,38,0,0,0,0,0,0.015,0.016,0,0,0.031
N3C1W1_CL2_3_4_D.BPPFI, CL2_3_4,200,1,0,40,40,40,40,0,0,0,0,0,0,0.047,0,0,0.047
N3C1W1_CL2_3_4_E.BPPFI, CL2_3_4,200,1,0,38,38,38,38,0,0,0,0,0,0.015,0.016,0,0,0.031
N3C1W2_CL1_1_3_A.BPPFI, CL1_1_3,200,1,0,56,57,57,57,0,925,1,726,726,0,0.031,0.629,0.48,1.328
N3C1W2_CL1_1_3_B.BPPFI, CL1_1_3,200,0,0.016949153,58,58,59,59,0,4944069,6657,3922796,3922796,0.016,0.015,2326.415,1183.029,3600.5
N3C1W2_CL1_1_3_C.BPPFI, CL1_1_3,200,0,0.016949153,58,58,59,59,0,4860077,6538,3887240,3887240,0,0.016,2378.852,1133.831,3600.108
N3C1W2_CL1_1_3_D.BPPFI, CL1_1_3,200,0,0.016129032,61,61,62,62,0,4914740,6302,3877578,3877578,0.016,0.016,2320.926,1186.945,3600.308
N3C1W2_CL1_1_3_E.BPPFI, CL1_1_3,200,1,0,58,59,59,59,0,877,1,678,678,0.015,0.016,0.547,0.376,1.093
N3C1W2_CL1_1_5_A.BPPFI, CL1_1_5,200,1,0,39,39,39,39,0,0,0,0,0,0,0.031,0,0,0.031
N3C1W2_CL1_1_5_B.BPPFI, CL1_1_5,200,0,0.026315789,37,37,38,38,0,2609415,3424,2187583,2187583,0,0.032,2367.778,1160.674,3600.41
N3C1W2_CL1_1_5_C.BPPFI, CL1_1_5,200,1,0,40,40,40,40,0,0,0,0,0,0.004,0.023,0,0,0.028
N3C1W2_CL1_1_5_D.BPPFI, CL1_1_5,200,1,0,42,42,42,42,0,0,0,0,0,0,0.032,0,0,0.032
N3C1W2_CL1_1_5_E.BPPFI, CL1_1_5,200,0,0.024390244,40,40,41,41,0,2918622,4686,2439809,2439809,0.016,0.031,2361.155,1164.251,3600.878
N3C1W2_CL2_1_5_A.BPPFI, CL2_1_5,200,0,0.02,49,49,50,50,0,4422279,6090,3512102,3512102,0.007,0.017,2318.119,1196.252,3600.592
N3C1W2_CL2_1_5_B.BPPFI, CL2_1_5,200,1,0,50,51,51,51,0,952,1,753,753,0.007,0.017,0.635,0.47,1.279
N3C1W2_CL2_1_5_C.BPPFI, CL2_1_5,200,0,0.019607843,50,50,51,51,0,4873514,7064,3823175,3823175,0.006,0.021,2272.802,1238.263,3600.468
N3C1W2_CL2_1_5_D.BPPFI, CL2_1_5,200,0,0.018867925,52,52,53,53,0,8918102,19444,6733324,6733324,0.006,0.02,2065.883,1405.662,3600.191
N3C1W2_CL2_1_5_E.BPPFI, CL2_1_5,200,1,0,50,51,51,51,0,933,1,734,734,0.005,0.02,0.634,0.444,1.232
N3C1W2_CL2_3_3_A.BPPFI, CL2_3_3,200,1,0,50,51,51,51,0,962,1,763,763,0.006,0.02,0.637,0.465,1.263
N3C1W2_CL2_3_3_B.BPPFI, CL2_3_3,200,0,0.019607843,50,50,51,51,0,6084374,10790,4844289,4844289,0.005,0.018,2291.487,1212.899,3600.042
N3C1W2_CL2_3_3_C.BPPFI, CL2_3_3,200,0,0.019230769,51,51,52,52,0,5242169,7963,4114282,4114282,0.006,0.017,2254.303,1263.454,3600.379
N3C1W2_CL2_3_3_D.BPPFI, CL2_3_3,200,1,0,52,53,53,53,0,839,1,640,640,0.006,0.017,0.468,0.367,0.978
N3C1W2_CL2_3_3_E.BPPFI, CL2_3_3,200,1,0,51,52,52,52,0,906,1,707,707,0.005,0.02,0.579,0.427,1.158
N3C1W2_CL2_3_4_A.BPPFI, CL2_3_4,200,1,0,44,44,44,44,0,0,0,0,0,0.005,0.017,0,0,0.022
N3C1W2_CL2_3_4_B.BPPFI, CL2_3_4,200,1,0,44,44,44,44,0,0,0,0,0,0.004,0.018,0,0,0.023
N3C1W2_CL2_3_4_C.BPPFI, CL2_3_4,200,0,0.022727273,43,43,44,44,0,4285741,7099,3512644,3512644,0.005,0.018,2257.107,1270.601,3600.629
N3C1W2_CL2_3_4_D.BPPFI, CL2_3_4,200,1,0,45,45,45,45,0,0,0,0,0,0.005,0.017,0,0,0.023
N3C1W2_CL2_3_4_E.BPPFI, CL2_3_4,200,1,0,45,45,45,45,0,0,0,0,0,0.005,0.018,0,0,0.024
N3C1W4_CL1_1_3_A.BPPFI, CL1_1_3,200,0,0.03030303,64,64,66,66,0,6224736,12354,4787705,4787705,0.006,0.021,2184.668,1329.927,3600.056
N3C1W4_CL1_1_3_B.BPPFI, CL1_1_3,200,0,0.03125,62,62,64,64,0,6228980,13092,4824399,4824399,0.006,0.017,2223.935,1291.523,3600.281
N3C1W4_CL1_1_3_C.BPPFI, CL1_1_3,200,1,0,62,63,63,63,0,861,1,662,662,0.011,0.015,0.494,0.38,1.022
N3C1W4_CL1_1_3_D.BPPFI, CL1_1_3,200,0,0.029411765,66,66,68,68,0,6456035,12157,4963246,4963246,0.006,0.017,2159.094,1353.35,3600.155
N3C1W4_CL1_1_3_E.BPPFI, CL1_1_3,200,1,0,64,65,65,65,0,868,1,669,669,0.005,0.015,0.465,0.395,1.009
N3C1W4_CL1_1_5_A.BPPFI, CL1_1_5,200,1,0,44,44,44,44,0,0,0,0,0,0.005,0.021,0,0,0.026
N3C1W4_CL1_1_5_B.BPPFI, CL1_1_5,200,1,0,43,43,43,43,0,0,0,0,0,0.007,0.026,0,0,0.034
N3C1W4_CL1_1_5_C.BPPFI, CL1_1_5,200,1,0,43,43,43,43,0,0,0,0,0,0.004,0.02,0,0,0.025
N3C1W4_CL1_1_5_D.BPPFI, CL1_1_5,200,0,0.022727273,43,43,44,44,0,3648950,6901,2973478,2973478,0.004,0.019,2220.884,1308.614,3600.671
N3C1W4_CL1_1_5_E.BPPFI, CL1_1_5,200,0,0.023809524,41,41,42,42,0,3111563,4233,2561990,2561990,0.006,0.021,2267.212,1264.158,3600.217
N3C1W4_CL2_1_5_A.BPPFI, CL2_1_5,200,0,0.035714286,54,54,56,56,0,8198261,16511,6117371,6117371,0.006,0.018,2038.612,1445.276,3600.003
N3C1W4_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.018518519,53,53,54,54,0,6686675,12854,5176647,5176647,0.006,0.018,2194.066,1299.965,3600.244
N3C1W4_CL2_1_5_C.BPPFI, CL2_1_5,200,1,0,53,53,53,53,0,0,0,0,0,0.005,0.018,0,0,0.025
N3C1W4_CL2_1_5_D.BPPFI, CL2_1_5,200,0,0.035714286,54,54,56,56,0,6228364,10393,4706632,4706632,0.006,0.017,2133.274,1365.345,3600.273
N3C1W4_CL2_1_5_E.BPPFI, CL2_1_5,200,1,0,53,54,54,54,0,821,1,622,622,0.005,0.016,0.468,0.346,0.949
