Name, class, n, opt, gap, lb0, lb, ub0, ub, rootColCnt, totalColCnt, exploredNodeCnt, rmpCnt, pricingCnt,lb0Time, ub0Time, rmpTime, pricingTime, totalTime
N3C2W4_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.04,48,48,50,50,0,8334874,27189,6632040,6632040,0.006,150,2036.685,1286.885,3600.065
N3C2W4_CL2_1_5_C.BPPFI, CL2_1_5,200,0,0.038461538,50,50,52,52,0,5036482,7490,3983646,3983646,0.005,150.001,2075.097,1288.269,3600.1
N3C2W4_CL2_1_5_D.BPPFI, CL2_1_5,200,0,0.02,49,49,50,50,0,4490714,7225,3580599,3580599,0.005,150.001,2134.539,1232.786,3600.046
N3C2W4_CL2_1_5_E.BPPFI, CL2_1_5,200,0,0.04,48,48,50,50,0,7063932,16929,5667080,5667080,0.005,150.001,2076.031,1264.725,3600.227
N3C2W4_CL2_3_3_A.BPPFI, CL2_3_3,200,0,0.020408163,48,48,50,49,0,6877796,33971,5463172,5463172,0.006,150,2135.462,1206.76,3600.412
N3C2W4_CL2_3_3_B.BPPFI, CL2_3_3,200,0,0.020408163,48,48,49,49,0,4844612,8635,3915881,3915881,0.006,150.001,2170.119,1194.777,3600.359
N3C2W4_CL2_3_3_C.BPPFI, CL2_3_3,200,0,0.019607843,50,50,51,51,0,5361679,9360,4282627,4282627,0.005,150.001,2124.704,1233.579,3600.002
N3C2W4_CL2_3_3_D.BPPFI, CL2_3_3,200,0,0.04,48,48,50,50,0,9867399,35323,7919215,7919215,0.006,150.001,2023.789,1287.95,3600.062
N3C2W4_CL2_3_3_E.BPPFI, CL2_3_3,200,0,0.040816327,47,47,49,49,0,4879264,9110,3943662,3943662,0.006,150.001,2175.347,1189.584,3600.21
N3C2W4_CL2_3_4_A.BPPFI, CL2_3_4,200,0,0.023255814,42,42,43,43,0,3859335,6933,3167002,3167002,0.005,150.001,2108.347,1262.91,3600.014
N3C2W4_CL2_3_4_B.BPPFI, CL2_3_4,200,0,0.023255814,42,42,43,43,0,4295231,7794,3544340,3544340,0.006,150.001,2104.009,1260.086,3600.11
N3C2W4_CL2_3_4_C.BPPFI, CL2_3_4,200,0,0.043478261,44,44,46,46,0,9573414,41356,7794751,7794751,0.005,150.001,1906.071,1398.315,3600.014
N3C2W4_CL2_3_4_D.BPPFI, CL2_3_4,200,0,0.023255814,42,42,44,43,0,7604708,29951,6245506,6245506,0.005,150,1981.49,1341.226,3600.26
N3C2W4_CL2_3_4_E.BPPFI, CL2_3_4,200,0,0.046511628,41,41,43,43,0,4305784,7878,3565085,3565085,0,150,2101.113,1259.897,3600.483
N3C3W1_CL1_1_3_A.BPPFI, CL1_1_3,200,1,0,35,35,35,35,0,0,0,0,0,0.006,0.004,0,0,0.011
N3C3W1_CL1_1_3_B.BPPFI, CL1_1_3,200,1,0,38,38,38,38,0,0,0,0,0,0.006,0.004,0,0,0.01
N3C3W1_CL1_1_3_C.BPPFI, CL1_1_3,200,1,0,37,37,37,37,0,0,0,0,0,0.007,0.005,0,0,0.013
N3C3W1_CL1_1_3_D.BPPFI, CL1_1_3,200,1,0,34,34,34,34,0,0,0,0,0,0.005,0.004,0,0,0.01
N3C3W1_CL1_1_3_E.BPPFI, CL1_1_3,200,0,0.027027027,36,36,37,37,0,2979965,3422,2536310,2536310,0.006,150.001,2304.116,1076.751,3600.632
N3C3W1_CL1_1_5_A.BPPFI, CL1_1_5,200,1,0,24,24,24,24,0,0,0,0,0,0.006,0.004,0,0,0.011
N3C3W1_CL1_1_5_B.BPPFI, CL1_1_5,200,1,0,26,26,26,26,0,0,0,0,0,0.004,0.004,0,0,0.009
N3C3W1_CL1_1_5_C.BPPFI, CL1_1_5,200,1,0,25,25,25,25,0,0,0,0,0,0.006,0.003,0,0,0.009
N3C3W1_CL1_1_5_D.BPPFI, CL1_1_5,200,1,0,23,23,23,23,0,0,0,0,0,0.004,0.004,0,0,0.009
N3C3W1_CL1_1_5_E.BPPFI, CL1_1_5,200,1,0,25,25,25,25,0,0,0,0,0,0.007,0.005,0,0,0.012
N3C3W1_CL2_1_5_A.BPPFI, CL2_1_5,200,1,0,36,36,36,36,0,0,0,0,0,0.005,0.003,0,0,0.008
N3C3W1_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.025641026,38,38,39,39,0,20126955,149485,15580112,15580112,0.004,150.001,1747.713,1447.864,3600.007
N3C3W1_CL2_1_5_C.BPPFI, CL2_1_5,200,1,0,37,37,37,37,0,0,0,0,0,0.007,0.004,0,0,0.012
N3C3W1_CL2_1_5_D.BPPFI, CL2_1_5,200,1,0,35,35,35,35,0,0,0,0,0,0.005,0.006,0,0,0.012
N3C3W1_CL2_1_5_E.BPPFI, CL2_1_5,200,0,0.027027027,36,36,37,37,0,3114955,4019,2596164,2596164,0.005,150.001,2265.193,1123.124,3600.869
N3C3W1_CL2_3_3_A.BPPFI, CL2_3_3,200,1,0,35,35,35,35,0,0,0,0,0,0.005,0.006,0,0,0.012
N3C3W1_CL2_3_3_B.BPPFI, CL2_3_3,200,1,0,37,38,38,38,0,6536,8,5350,5350,0.006,150.001,5.701,2.547,158.516
N3C3W1_CL2_3_3_C.BPPFI, CL2_3_3,200,0,0.027027027,36,36,37,37,0,3907385,5657,3295146,3295146,0.005,150,2218.544,1159.942,3600.164
N3C3W1_CL2_3_3_D.BPPFI, CL2_3_3,200,0,0.028571429,34,34,35,35,0,4451030,7609,3775949,3775949,0.005,150.001,2228.319,1142.777,3600.064
N3C3W1_CL2_3_3_E.BPPFI, CL2_3_3,200,1,0,36,36,36,36,0,0,0,0,0,0.005,0.004,0,0,0.009
N3C3W1_CL2_3_4_A.BPPFI, CL2_3_4,200,1,0,31,31,31,31,0,0,0,0,0,0.004,0.004,0,0,0.009
N3C3W1_CL2_3_4_B.BPPFI, CL2_3_4,200,1,0,33,33,33,33,0,0,0,0,0,0.005,0.004,0,0,0.01
N3C3W1_CL2_3_4_C.BPPFI, CL2_3_4,200,1,0,32,32,32,32,0,0,0,0,0,0.005,0.003,0,0,0.009
N3C3W1_CL2_3_4_D.BPPFI, CL2_3_4,200,0,0.032258065,30,30,31,31,0,5438569,11723,4718143,4718143,0.005,150,2056.909,1297.205,3600.163
N3C3W1_CL2_3_4_E.BPPFI, CL2_3_4,200,1,0,32,32,32,32,0,0,0,0,0,0.005,0.003,0,0,0.009
N3C3W2_CL1_1_3_A.BPPFI, CL1_1_3,200,0,0.044444444,43,43,45,45,0,19152453,148324,15291935,15291935,0.006,150.001,1800.337,1416.021,3600.04
N3C3W2_CL1_1_3_B.BPPFI, CL1_1_3,200,0,0.023255814,42,42,43,43,0,3548221,4965,2938981,2938981,0.006,150.001,2169.338,1211.371,3600.169
N3C3W2_CL1_1_3_C.BPPFI, CL1_1_3,200,0,0.023255814,42,42,43,43,0,3148294,4149,2598067,2598067,0.005,150.001,2184.712,1195.254,3600.335
N3C3W2_CL1_1_3_D.BPPFI, CL1_1_3,200,0,0.023809524,41,41,42,42,0,4823080,10561,4001686,4001686,0.006,150.001,2149.565,1210.933,3600.009
N3C3W2_CL1_1_3_E.BPPFI, CL1_1_3,200,0,0.023809524,41,41,42,42,0,5459646,14465,4561385,4561385,0.007,150.001,2126.281,1219.081,3600.081
N3C3W2_CL1_1_5_A.BPPFI, CL1_1_5,200,1,0,29,29,29,29,0,0,0,0,0,0.005,0.004,0,0,0.01
N3C3W2_CL1_1_5_B.BPPFI, CL1_1_5,200,0,0.034482759,28,28,29,29,0,2116274,2730,1837413,1837413,0.006,150.001,2214.014,1165.581,3601.354
N3C3W2_CL1_1_5_C.BPPFI, CL1_1_5,200,0,0.034482759,28,28,29,29,0,1907251,2074,1657786,1657786,0.006,150.001,2223.082,1161.272,3600.861
N3C3W2_CL1_1_5_D.BPPFI, CL1_1_5,200,0,0.035714286,27,27,28,28,0,1650501,2616,1408807,1408807,0.007,150.001,2298.401,1092.521,3602.075
N3C3W2_CL1_1_5_E.BPPFI, CL1_1_5,200,0,0.035714286,27,27,28,28,0,1747308,3431,1480001,1480001,0.005,150.001,2346.828,1042.176,3600.201
N3C3W2_CL2_1_5_A.BPPFI, CL2_1_5,200,0,0.022727273,43,43,44,44,0,3214549,4552,2610038,2610038,0.006,150.001,2152.896,1222.762,3600.798
N3C3W2_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.045454545,42,42,44,44,0,4341099,8356,3587308,3587308,0.007,150.001,2133.142,1230.948,3600.372
N3C3W2_CL2_1_5_C.BPPFI, CL2_1_5,200,0,0.045454545,42,42,44,44,0,7307961,19549,6003403,6003403,0.005,150.001,2000.614,1330.976,3600.186
N3C3W2_CL2_1_5_D.BPPFI, CL2_1_5,200,0,0.023255814,42,42,43,43,0,5246831,10052,4348000,4348000,0.007,150,2100.393,1254.161,3600.053
N3C3W2_CL2_1_5_E.BPPFI, CL2_1_5,200,0,0.046511628,41,41,43,43,0,5038785,10109,4175569,4175569,0.005,150.001,2111.486,1246.571,3600.313
N3C3W2_CL2_3_3_A.BPPFI, CL2_3_3,200,0,0.023255814,42,42,43,43,0,3808974,6020,3143228,3143228,0.009,150.001,2168.34,1201.598,3600.079
N3C3W2_CL2_3_3_B.BPPFI, CL2_3_3,200,1,0,41,42,42,42,0,275724,368,222064,222064,0.005,150.001,201.66,110.982,469.491
N3C3W2_CL2_3_3_C.BPPFI, CL2_3_3,200,1,0,41,42,42,42,0,615983,870,502592,502592,0.005,150.001,459.848,248.343,873.372
N3C3W2_CL2_3_3_D.BPPFI, CL2_3_3,200,0,0.047619048,40,40,42,42,0,6741733,18844,5577567,5577567,0.005,150,2064.635,1269.166,3600.134
N3C3W2_CL2_3_3_E.BPPFI, CL2_3_3,200,1,0,40,41,41,41,0,5549,6,4557,4557,0.005,150.001,4.683,2.479,157.457
N3C3W2_CL2_3_4_A.BPPFI, CL2_3_4,200,1,0,37,37,37,37,0,0,0,0,0,0.005,0.005,0,0,0.011
N3C3W2_CL2_3_4_B.BPPFI, CL2_3_4,200,0,0.027027027,36,36,37,37,0,2591747,3537,2152732,2152732,0.006,150.001,2128.184,1251.397,3601.273
N3C3W2_CL2_3_4_C.BPPFI, CL2_3_4,200,0,0.027027027,36,36,37,37,0,2701482,3840,2245073,2245073,0.006,150.001,2128.649,1251.804,3600.979
N3C3W2_CL2_3_4_D.BPPFI, CL2_3_4,200,1,0,35,36,36,36,0,1184,1,985,985,0.005,150.001,1.165,0.683,151.986
N3C3W2_CL2_3_4_E.BPPFI, CL2_3_4,200,1,0,35,36,36,36,0,13240,19,10880,10880,0.005,150.001,11.933,7.069,169.514
N3C3W4_CL1_1_3_A.BPPFI, CL1_1_3,200,0,0.021276596,46,46,47,47,0,4078192,6055,3321923,3321923,0.005,150.001,2078.311,1296.549,3600.554
N3C3W4_CL1_1_3_B.BPPFI, CL1_1_3,200,0,0.02173913,45,45,46,46,0,3594526,5176,2922364,2922364,0.005,150,2100.547,1281.34,3600.765
N3C3W4_CL1_1_3_C.BPPFI, CL1_1_3,200,0,0.021276596,46,46,47,47,0,4536091,7992,3700432,3700432,0.006,150.001,2078.43,1294.977,3600.105
N3C3W4_CL1_1_3_E.BPPFI, CL1_1_3,200,0,0.043478261,44,44,46,46,0,5957732,15520,4870918,4870918,0.005,150,2027.235,1331.884,3600.084
N3C3W4_CL1_1_5_A.BPPFI, CL1_1_5,200,1,0,31,31,31,31,0,0,0,0,0,0.009,0.003,0,0,0.012
N3C3W4_CL1_1_5_B.BPPFI, CL1_1_5,200,0,0.032258065,30,30,31,31,0,2227106,4312,1896039,1896039,0.005,150.001,2169.021,1225.423,3601.666
N3C3W4_CL1_1_5_C.BPPFI, CL1_1_5,200,1,0,30,31,31,31,0,1333,1,1134,1134,0.007,150.001,1.674,0.975,152.79
N3C3W4_CL1_1_5_D.BPPFI, CL1_1_5,200,0,0.032258065,30,30,31,31,0,2189991,3250,1876332,1876332,0.006,150.001,2156.969,1234.016,3601.327
N3C3W4_CL1_1_5_E.BPPFI, CL1_1_5,200,1,0,30,30,30,30,0,0,0,0,0,0.005,0.004,0,0,0.01
N3C3W4_CL2_1_5_A.BPPFI, CL2_1_5,200,0,0.043478261,44,44,46,46,0,4231616,7318,3466807,3466807,0.006,150.001,2109.443,1261.341,3600.298
N3C3W4_CL2_1_5_B.BPPFI, CL2_1_5,200,0,0.043478261,44,44,46,46,0,5421130,11246,4424184,4424184,0.004,150,2060.07,1291.886,3600.184
N3C3W4_CL2_1_5_C.BPPFI, CL2_1_5,200,0,0.043478261,44,44,46,46,0,5363338,11692,4405512,4405512,0.005,150.001,2055.471,1294.6,3600.266
N3C3W4_CL2_1_5_D.BPPFI, CL2_1_5,200,0,0.043478261,44,44,46,46,0,5956408,14366,4875316,4875316,0.007,150.001,2036.641,1306.38,3600.24
N3C3W4_CL2_1_5_E.BPPFI, CL2_1_5,200,0,0.044444444,43,43,45,45,0,3461053,4736,2805275,2805275,0.006,150.001,2153.536,1215.968,3600.375
N3C3W4_CL2_3_3_A.BPPFI, CL2_3_3,200,0,0.044444444,43,43,45,45,0,7021464,25053,5769632,5769632,0.006,150.001,2016.456,1317.031,3600.099
N3C3W4_CL2_3_3_B.BPPFI, CL2_3_3,200,0,0.022727273,43,43,44,44,0,3465219,4840,2825608,2825608,0.007,150.001,2135.186,1238.281,3600.699
N3C3W4_CL2_3_3_C.BPPFI, CL2_3_3,200,0,0.022727273,43,43,44,44,0,3379196,4509,2748786,2748786,0.006,150.001,2135.828,1237.776,3600.358
N3C3W4_CL2_3_3_D.BPPFI, CL2_3_3,200,0,0.044444444,43,43,45,45,0,16373047,143449,13221964,13221964,0.004,150,1856.397,1366.064,3600.03
N3C3W4_CL2_3_3_E.BPPFI, CL2_3_3,200,0,0.045454545,42,42,44,44,0,4272396,7819,3505954,3505954,0.004,150.001,2143.65,1221.217,3600.263
N3C3W4_CL2_3_4_A.BPPFI, CL2_3_4,200,0,0.025641026,38,38,39,39,0,3469218,6101,2896380,2896380,0.006,150.001,2063.119,1305.302,3600.708
N3C3W4_CL2_3_4_B.BPPFI, CL2_3_4,200,0,0.051282051,37,37,39,39,0,3743799,7958,3129556,3129556,0.005,150.001,2068.717,1297.789,3600.34
N3C3W4_CL2_3_4_C.BPPFI, CL2_3_4,200,0,0.025641026,38,38,39,39,0,3980507,8791,3321691,3321691,0.004,150.001,2037.427,1325.741,3600.29
N3C3W4_CL2_3_4_D.BPPFI, CL2_3_4,200,0,0.051282051,37,37,39,39,0,4279786,9070,3595371,3595371,0.007,150.001,2041.687,1316.774,3600.053
N3C3W4_CL2_3_4_E.BPPFI, CL2_3_4,200,0,0.026315789,37,37,39,38,0,2756986,4260,2268906,2268906,0.005,150.001,2089.096,1284.75,3600.902
