Name,Class,N, #Node, #Node-P,#Col, #PriceCnt, LB0,LB, UB0,UB,Opt,Time
N1C3W4_CL1_1_5_B,CL1_1_5,50,1,0,309,31,8,8,9,8,1,0.03
N1C3W4_CL1_1_5_C,CL1_1_5,50,1,0,469,47,9,9,9,9,1,0.05
N1C3W4_CL1_1_5_D,CL1_1_5,50,1,0,468,47,8,8,8,8,1,0.06
N1C3W4_CL1_1_5_E,CL1_1_5,50,1,0,509,51,9,9,9,9,1,0.06
N1C3W4_CL2_1_5_A,CL2_1_5,50,1,0,371,37,11,11,11,11,1,0.05
N1C3W4_CL2_1_5_B,CL2_1_5,50,1,0,321,32,11,11,11,11,1,0.05
N1C3W4_CL2_1_5_C,CL2_1_5,50,1,0,370,39,11,12,12,12,1,0.05
N1C3W4_CL2_1_5_D,CL2_1_5,50,1,0,371,37,11,11,11,11,1,0.05
N1C3W4_CL2_1_5_E,CL2_1_5,50,1,0,341,34,11,11,11,11,1,0.05
N1C3W4_CL2_3_3_A,CL2_3_3,50,1,0,351,35,11,11,11,11,1,0.05
N1C3W4_CL2_3_3_B,CL2_3_3,50,1,0,391,39,11,11,11,11,1,0.05
N1C3W4_CL2_3_3_C,CL2_3_3,50,1,0,524,54,11,12,12,12,1,0.13
N1C3W4_CL2_3_3_D,CL2_3_3,50,1,0,391,39,11,11,11,11,1,0.05
N1C3W4_CL2_3_3_E,CL2_3_3,50,1,0,351,35,11,11,11,11,1,0.03
N1C3W4_CL2_3_4_A,CL2_3_4,50,1,0,480,48,10,10,10,10,1,0.05
N1C3W4_CL2_3_4_B,CL2_3_4,50,1,0,420,42,10,10,10,10,1,0.05
N1C3W4_CL2_3_4_C,CL2_3_4,50,1,0,390,39,10,10,10,10,1,0.03
N1C3W4_CL2_3_4_D,CL2_3_4,50,1,0,480,48,10,10,10,10,1,0.05
N1C3W4_CL2_3_4_E,CL2_3_4,50,1,0,370,37,10,10,10,10,1,0.05
N2C1W1_CL1_1_3_A,CL1_1_3,100,1,0,644,63,23,23,24,23,1,0.13
N2C1W1_CL1_1_3_B,CL1_1_3,100,1,0,854,84,24,24,24,24,1,0.17
N2C1W1_CL1_1_3_C,CL1_1_3,100,1,0,990,98,23,23,23,23,1,0.20
N2C1W1_CL1_1_3_D,CL1_1_3,100,1,0,794,78,24,24,24,24,1,0.16
N2C1W1_CL1_1_3_E,CL1_1_3,100,1,0,677,66,27,27,27,27,1,0.11
N2C1W1_CL1_1_5_A,CL1_1_5,100,1,0,1066,106,16,16,16,16,1,0.39
N2C1W1_CL1_1_5_B,CL1_1_5,100,1,0,1166,116,16,16,16,16,1,0.41
N2C1W1_CL1_1_5_C,CL1_1_5,100,1,0,1560,160,16,15,16,16,1,2.31
N2C1W1_CL1_1_5_D,CL1_1_5,100,13421,65,69290,89929,16,16,17,16,1,2326.21
N2C1W1_CL1_1_5_E,CL1_1_5,100,1,0,1048,104,18,18,18,18,1,0.28
N2C1W1_CL2_1_5_A,CL2_1_5,100,1,0,802,79,23,23,23,23,1,0.16
N2C1W1_CL2_1_5_B,CL2_1_5,100,1,0,882,87,22,22,22,22,1,0.17
N2C1W1_CL2_1_5_C,CL2_1_5,100,1,0,702,69,22,22,22,22,1,0.14
N2C1W1_CL2_1_5_D,CL2_1_5,100,1,0,763,75,23,23,23,23,1,0.16
N2C1W1_CL2_1_5_E,CL2_1_5,100,1,0,791,80,23,23,24,23,1,0.19
N2C1W1_CL2_3_3_A,CL2_3_3,100,1,0,939,97,22,22,23,22,1,0.42
N2C1W1_CL2_3_3_B,CL2_3_3,100,1,0,888,90,22,22,23,22,1,0.25
N2C1W1_CL2_3_3_C,CL2_3_3,100,1,0,802,79,22,22,22,22,1,0.14
N2C1W1_CL2_3_3_D,CL2_3_3,100,1,0,1300,137,23,22,23,23,1,0.89
N2C1W1_CL2_3_3_E,CL2_3_3,100,1,0,824,81,24,24,24,24,1,0.14
N2C1W1_CL2_3_4_A,CL2_3_4,100,1,0,750,74,19,19,20,19,1,0.14
N2C1W1_CL2_3_4_B,CL2_3_4,100,1,0,865,86,20,20,20,20,1,0.16
N2C1W1_CL2_3_4_C,CL2_3_4,100,1,0,899,89,19,19,19,19,1,0.20
N2C1W1_CL2_3_4_D,CL2_3_4,100,9776,65,40166,65785,19,19,20,20,1,2344.59
N2C1W1_CL2_3_4_E,CL2_3_4,100,1,0,762,75,21,21,22,21,1,0.16
N2C1W2_CL1_1_3_A,CL1_1_3,100,1,0,659,64,28,29,29,29,1,0.11
N2C1W2_CL1_1_3_B,CL1_1_3,100,1,173,822,537,28,28,29,28,1,1.48
N2C1W2_CL1_1_3_C,CL1_1_3,100,134034,215,47714,414918,29,29,30,30,0,3600.03
N2C1W2_CL1_1_3_D,CL1_1_3,100,1,0,493,47,32,33,33,33,1,0.08
N2C1W2_CL1_1_3_E,CL1_1_3,100,1,0,620,60,29,30,30,30,1,0.11
N2C1W2_CL1_1_5_A,CL1_1_5,100,1,0,811,80,21,21,21,21,1,0.20
N2C1W2_CL1_1_5_B,CL1_1_5,100,58013,77,70698,256449,19,19,20,20,0,3600.10
N2C1W2_CL1_1_5_C,CL1_1_5,100,1,0,850,84,20,20,20,20,1,0.25
N2C1W2_CL1_1_5_D,CL1_1_5,100,1,0,792,78,22,22,22,22,1,0.19
N2C1W2_CL1_1_5_E,CL1_1_5,100,1,0,962,95,21,22,22,22,1,0.22
N2C1W2_CL2_1_5_A,CL2_1_5,100,1,0,656,64,26,26,26,26,1,0.11
N2C1W2_CL2_1_5_B,CL2_1_5,100,1,0,676,66,26,26,26,26,1,0.13
N2C1W2_CL2_1_5_C,CL2_1_5,100,1,0,547,53,26,26,27,26,1,0.09
N2C1W2_CL2_1_5_D,CL2_1_5,100,1,0,470,45,28,29,30,29,1,0.08
N2C1W2_CL2_1_5_E,CL2_1_5,100,1,0,607,59,26,26,27,26,1,0.09
N2C1W2_CL2_3_3_A,CL2_3_3,100,1,0,626,61,26,26,26,26,1,0.09
N2C1W2_CL2_3_3_B,CL2_3_3,100,1,0,709,70,25,26,26,26,1,0.13
N2C1W2_CL2_3_3_C,CL2_3_3,100,1,0,647,63,26,26,27,26,1,0.11
N2C1W2_CL2_3_3_D,CL2_3_3,100,1,0,588,57,27,27,28,27,1,0.11
N2C1W2_CL2_3_3_E,CL2_3_3,100,87280,235,31202,282887,26,26,27,27,0,3600.03
N2C1W2_CL2_3_4_A,CL2_3_4,100,1,0,835,85,23,23,24,23,1,0.23
N2C1W2_CL2_3_4_B,CL2_3_4,100,1,0,842,83,22,22,22,22,1,0.17
N2C1W2_CL2_3_4_C,CL2_3_4,100,55919,77,45452,219850,22,22,23,23,0,3600.06
N2C1W2_CL2_3_4_D,CL2_3_4,100,1,0,604,59,24,24,24,24,1,0.13
N2C1W2_CL2_3_4_E,CL2_3_4,100,1,0,806,80,23,24,24,24,1,0.17
N2C1W4_CL1_1_3_A,CL1_1_3,100,1,0,493,47,32,33,33,33,1,0.06
N2C1W4_CL1_1_3_B,CL1_1_3,100,1,0,641,65,32,32,33,32,1,0.16
N2C1W4_CL1_1_3_C,CL1_1_3,100,1,0,539,52,33,34,34,34,1,0.09
N2C1W4_CL1_1_3_D,CL1_1_3,100,1,0,525,50,34,35,35,35,1,0.09
N2C1W4_CL1_1_3_E,CL1_1_3,100,1,0,523,50,32,33,33,33,1,0.09
N2C1W4_CL1_1_5_A,CL1_1_5,100,1,0,792,78,22,22,22,22,1,0.19
N2C1W4_CL1_1_5_B,CL1_1_5,100,1,0,782,77,22,22,22,22,1,0.17
N2C1W4_CL1_1_5_C,CL1_1_5,100,1,0,614,60,23,23,24,23,1,0.14
N2C1W4_CL1_1_5_D,CL1_1_5,100,1,0,894,88,23,24,24,24,1,0.19
N2C1W4_CL1_1_5_E,CL1_1_5,100,1,0,833,82,22,23,23,23,1,0.16
N2C1W4_CL2_1_5_A,CL2_1_5,100,1,0,549,53,28,29,29,29,1,0.09
N2C1W4_CL2_1_5_B,CL2_1_5,100,1,0,578,56,27,27,28,27,1,0.11
N2C1W4_CL2_1_5_C,CL2_1_5,100,97593,159,27162,249550,28,28,29,29,1,2405.64
N2C1W4_CL2_1_5_D,CL2_1_5,100,1,0,614,60,28,29,29,29,1,0.11
N2C1W4_CL2_1_5_E,CL2_1_5,100,1,0,578,56,28,28,28,28,1,0.10
N2C1W4_CL2_3_3_A,CL2_3_3,100,1,9,727,96,27,27,28,27,1,0.33
N2C1W4_CL2_3_3_B,CL2_3_3,100,1,101,703,323,27,27,28,27,1,0.71
N2C1W4_CL2_3_3_C,CL2_3_3,100,1,0,552,54,28,29,29,29,1,0.09
N2C1W4_CL2_3_3_D,CL2_3_3,100,1,0,532,53,28,29,30,29,1,0.09
N2C1W4_CL2_3_3_E,CL2_3_3,100,1,0,621,61,27,28,28,28,1,0.10
N2C1W4_CL2_3_4_A,CL2_3_4,100,1,105,858,412,24,24,25,24,1,1.06
N2C1W4_CL2_3_4_B,CL2_3_4,100,1,0,663,65,23,23,23,23,1,0.16
N2C1W4_CL2_3_4_C,CL2_3_4,100,1,0,724,71,24,24,24,24,1,0.17
N2C1W4_CL2_3_4_D,CL2_3_4,100,1,0,644,63,24,24,24,24,1,0.13
N2C1W4_CL2_3_4_E,CL2_3_4,100,5,56,1100,298,23,23,24,24,1,1.82
N2C2W1_CL1_1_3_A,CL1_1_3,100,1,10,1203,147,21,21,22,21,1,1.04
N2C2W1_CL1_1_3_B,CL1_1_3,100,1,0,685,67,24,24,25,24,1,0.13
N2C2W1_CL1_1_3_C,CL1_1_3,100,1,0,841,83,21,21,21,21,1,0.19
N2C2W1_CL1_1_3_D,CL1_1_3,100,1,0,752,74,22,22,22,22,1,0.16
N2C2W1_CL1_1_3_E,CL1_1_3,100,1,0,731,72,21,21,21,21,1,0.16
N2C2W1_CL1_1_5_A,CL1_1_5,100,1,0,1285,128,15,15,15,15,1,0.39
N2C2W1_CL1_1_5_B,CL1_1_5,100,1,0,977,97,17,17,17,17,1,0.27
N2C2W1_CL1_1_5_C,CL1_1_5,100,1,0,1245,124,15,15,15,15,1,0.38
N2C2W1_CL1_1_5_D,CL1_1_5,100,7975,50,107261,76167,15,15,16,16,0,3600.20
N2C2W1_CL1_1_5_E,CL1_1_5,100,1,0,1365,136,15,15,15,15,1,0.43
N2C2W1_CL2_1_5_A,CL2_1_5,100,43794,146,63680,220869,21,21,22,22,0,3600.07
N2C2W1_CL2_1_5_B,CL2_1_5,100,1,0,654,64,23,23,24,23,1,0.13
N2C2W1_CL2_1_5_C,CL2_1_5,100,2084,114,10818,10162,21,21,22,21,1,194.85
N2C2W1_CL2_1_5_D,CL2_1_5,100,1,0,763,75,22,22,23,22,1,0.14
N2C2W1_CL2_1_5_E,CL2_1_5,100,1,0,691,68,21,21,21,21,1,0.13
N2C2W1_CL2_3_3_A,CL2_3_3,100,1,0,790,78,20,20,20,20,1,0.14
N2C2W1_CL2_3_3_B,CL2_3_3,100,1,0,783,77,22,22,23,22,1,0.14
N2C2W1_CL2_3_3_C,CL2_3_3,100,1,0,750,74,20,20,20,20,1,0.16
N2C2W1_CL2_3_3_D,CL2_3_3,100,1,0,722,71,21,21,22,21,1,0.14
N2C2W1_CL2_3_3_E,CL2_3_3,100,1,0,860,85,20,20,20,20,1,0.20
N2C2W1_CL2_3_4_A,CL2_3_4,100,1,0,1171,117,18,18,18,18,1,0.25
N2C2W1_CL2_3_4_B,CL2_3_4,100,1,0,730,72,19,19,20,19,1,0.17
N2C2W1_CL2_3_4_C,CL2_3_4,100,1,0,1379,139,17,18,18,18,1,0.84
N2C2W1_CL2_3_4_D,CL2_3_4,100,1,0,899,89,18,18,19,18,1,0.25
N2C2W1_CL2_3_4_E,CL2_3_4,100,7,40,1454,350,17,17,18,17,1,3.49
N2C2W2_CL1_1_3_A,CL1_1_3,100,1,0,706,69,26,26,26,26,1,0.14
N2C2W2_CL1_1_3_B,CL1_1_3,100,51327,162,37708,186047,27,27,28,28,1,2877.06
N2C2W2_CL1_1_3_C,CL1_1_3,100,1,0,667,65,27,27,27,27,1,0.13
N2C2W2_CL1_1_3_D,CL1_1_3,100,1,0,726,71,26,26,26,26,1,0.14
N2C2W2_CL1_1_3_E,CL1_1_3,100,110149,182,64495,394094,26,26,27,26,1,2799.62
N2C2W2_CL1_1_5_A,CL1_1_5,100,1,0,978,97,18,18,18,18,1,0.30
N2C2W2_CL1_1_5_B,CL1_1_5,100,1,0,869,86,19,19,19,19,1,0.22
N2C2W2_CL1_1_5_C,CL1_1_5,100,1,0,1109,110,19,19,19,19,1,0.28
N2C2W2_CL1_1_5_D,CL1_1_5,100,1,0,998,99,18,18,18,18,1,0.30
N2C2W2_CL1_1_5_E,CL1_1_5,100,1,0,789,78,18,18,19,18,1,0.20
N2C2W2_CL2_1_5_A,CL2_1_5,100,13443,112,15940,48668,24,24,25,25,1,980.32
N2C2W2_CL2_1_5_B,CL2_1_5,100,1,0,605,59,25,25,25,25,1,0.13
N2C2W2_CL2_1_5_C,CL2_1_5,100,1,0,645,63,25,25,25,25,1,0.13
N2C2W2_CL2_1_5_D,CL2_1_5,100,2,133,822,480,24,24,25,24,1,1.47
N2C2W2_CL2_1_5_E,CL2_1_5,100,1,0,804,82,24,25,25,25,1,0.23
N2C2W2_CL2_3_3_A,CL2_3_3,100,1,0,704,69,24,24,24,24,1,0.14
N2C2W2_CL2_3_3_B,CL2_3_3,100,45202,98,25281,162068,24,24,25,25,1,2955.04
N2C2W2_CL2_3_3_C,CL2_3_3,100,1,0,634,62,24,24,24,24,1,0.13
N2C2W2_CL2_3_3_D,CL2_3_3,100,1,0,648,64,23,24,24,24,1,0.11
N2C2W2_CL2_3_3_E,CL2_3_3,100,1,0,704,69,24,24,24,24,1,0.13
N2C2W2_CL2_3_4_A,CL2_3_4,100,15424,123,28629,68309,20,20,21,20,1,1054.20
N2C2W2_CL2_3_4_B,CL2_3_4,100,1,0,672,66,21,21,22,21,1,0.16
N2C2W2_CL2_3_4_C,CL2_3_4,100,1,0,901,89,20,21,21,21,1,0.22
N2C2W2_CL2_3_4_D,CL2_3_4,100,48834,111,63696,216821,20,20,21,21,0,3600.06
N2C2W2_CL2_3_4_E,CL2_3_4,100,1,0,1055,107,20,21,21,21,1,0.63
N2C2W4_CL1_1_3_A,CL1_1_3,100,8498,226,21415,29641,27,27,28,27,1,162.37
N2C2W4_CL1_1_3_B,CL1_1_3,100,6585,143,15703,24119,28,28,29,29,1,322.61
N2C2W4_CL1_1_3_C,CL1_1_3,100,1,0,649,63,29,30,30,30,1,0.11
N2C2W4_CL1_1_3_D,CL1_1_3,100,1,0,649,63,29,29,29,29,1,0.13
N2C2W4_CL1_1_3_E,CL1_1_3,100,1,0,609,59,29,29,29,29,1,0.11
N2C2W4_CL1_1_5_A,CL1_1_5,100,1,0,989,98,19,19,19,19,1,0.27
N2C2W4_CL1_1_5_B,CL1_1_5,100,1,0,900,89,20,20,20,20,1,0.22
N2C2W4_CL1_1_5_C,CL1_1_5,100,1,0,908,90,20,21,21,21,1,0.20
N2C2W4_CL1_1_5_D,CL1_1_5,100,1,0,880,87,20,20,20,20,1,0.23
N2C2W4_CL1_1_5_E,CL1_1_5,100,1,0,850,84,20,20,20,20,1,0.20
N2C2W4_CL2_1_5_A,CL2_1_5,100,1,0,645,63,25,25,25,25,1,0.13
N2C2W4_CL2_1_5_B,CL2_1_5,100,1,0,606,59,25,26,26,26,1,0.11
N2C2W4_CL2_1_5_C,CL2_1_5,100,1,0,576,56,26,26,26,26,1,0.11
N2C2W4_CL2_1_5_D,CL2_1_5,100,1,0,636,62,26,26,26,26,1,0.14
N2C2W4_CL2_1_5_E,CL2_1_5,100,1,0,646,63,26,26,26,26,1,0.11
N2C2W4_CL2_3_3_A,CL2_3_3,100,481,52,3450,1878,24,24,25,25,1,38.45
N2C2W4_CL2_3_3_B,CL2_3_3,100,1,0,555,54,25,25,25,25,1,0.11
N2C2W4_CL2_3_3_C,CL2_3_3,100,63,63,1336,413,25,25,26,26,1,4.84
N2C2W4_CL2_3_3_D,CL2_3_3,100,1,0,566,55,25,25,26,25,1,0.11
N2C2W4_CL2_3_3_E,CL2_3_3,100,1,0,676,66,25,25,26,25,1,0.13
N2C2W4_CL2_3_4_A,CL2_3_4,100,1,0,801,79,21,21,21,21,1,0.19
N2C2W4_CL2_3_4_B,CL2_3_4,100,174,79,3874,1177,21,21,22,21,1,18.23
N2C2W4_CL2_3_4_C,CL2_3_4,100,1,0,732,72,22,22,22,22,1,0.17
N2C2W4_CL2_3_4_D,CL2_3_4,100,1,0,832,82,21,22,22,22,1,0.19
N2C2W4_CL2_3_4_E,CL2_3_4,100,1,0,802,79,21,22,22,22,1,0.17
N2C3W1_CL1_1_3_A,CL1_1_3,100,1,0,970,96,20,20,20,20,1,0.17
N2C3W1_CL1_1_3_B,CL1_1_3,100,1,0,899,89,19,19,19,19,1,0.20
N2C3W1_CL1_1_3_C,CL1_1_3,100,1,0,790,78,19,19,20,19,1,0.17
N2C3W1_CL1_1_3_D,CL1_1_3,100,41925,114,131737,232112,20,20,21,21,0,3600.10
N2C3W1_CL1_1_3_E,CL1_1_3,100,1,0,939,93,19,19,19,19,1,0.22
N2C3W1_CL1_1_5_A,CL1_1_5,100,1,0,2240,226,14,14,14,14,1,24.64
N2C3W1_CL1_1_5_B,CL1_1_5,100,1,0,1103,110,13,13,13,13,1,0.34
N2C3W1_CL1_1_5_C,CL1_1_5,100,534,35,42170,8651,13,13,14,13,1,945.64
N2C3W1_CL1_1_5_D,CL1_1_5,100,1,0,1024,102,14,14,14,14,1,0.33
N2C3W1_CL1_1_5_E,CL1_1_5,100,1,0,1283,128,13,13,13,13,1,0.48
N2C3W1_CL2_1_5_A,CL2_1_5,100,1,0,720,71,20,20,20,20,1,0.14
N2C3W1_CL2_1_5_B,CL2_1_5,100,1,0,770,76,20,20,20,20,1,0.16
N2C3W1_CL2_1_5_C,CL2_1_5,100,1,0,711,70,20,20,21,20,1,0.14
N2C3W1_CL2_1_5_D,CL2_1_5,100,1,0,841,83,21,21,21,21,1,0.19
N2C3W1_CL2_1_5_E,CL2_1_5,100,1,0,910,90,20,20,20,20,1,0.20
N2C3W1_CL2_3_3_A,CL2_3_3,100,1,0,949,94,19,19,19,19,1,0.19
N2C3W1_CL2_3_3_B,CL2_3_3,100,1,0,1251,131,19,18,19,19,1,0.84
N2C3W1_CL2_3_3_C,CL2_3_3,100,1,0,924,92,19,19,19,19,1,0.17
N2C3W1_CL2_3_3_D,CL2_3_3,100,959,58,10494,6821,19,19,20,20,1,222.11
N2C3W1_CL2_3_3_E,CL2_3_3,100,21779,69,56224,130835,18,18,19,19,0,3600.08
N2C3W1_CL2_3_4_A,CL2_3_4,100,1,0,1711,174,16,17,17,17,1,8.11
N2C3W1_CL2_3_4_B,CL2_3_4,100,1,89,1410,530,16,16,17,16,1,2.83
N2C3W1_CL2_3_4_C,CL2_3_4,100,6668,35,97579,65997,16,16,17,17,0,3600.11
N2C3W1_CL2_3_4_D,CL2_3_4,100,1,0,1037,103,17,17,17,17,1,0.28
N2C3W1_CL2_3_4_E,CL2_3_4,100,1,0,1192,121,16,16,17,16,1,2.27
N2C3W2_CL1_1_3_A,CL1_1_3,100,1,0,927,92,22,23,23,23,1,0.17
N2C3W2_CL1_1_3_B,CL1_1_3,100,39,159,1819,740,23,23,24,23,1,5.16
N2C3W2_CL1_1_3_C,CL1_1_3,100,1,0,923,91,22,23,23,23,1,0.19
N2C3W2_CL1_1_3_D,CL1_1_3,100,1,0,783,77,23,23,23,23,1,0.17
N2C3W2_CL1_1_3_E,CL1_1_3,100,1,0,882,87,22,22,22,22,1,0.20
N2C3W2_CL1_1_5_A,CL1_1_5,100,1,0,1640,165,15,16,16,16,1,25.25
N2C3W2_CL1_1_5_B,CL1_1_5,100,1,0,1036,103,16,16,16,16,1,0.34
N2C3W2_CL1_1_5_C,CL1_1_5,100,1,0,1573,159,16,16,16,16,1,18.47
N2C3W2_CL1_1_5_D,CL1_1_5,100,1,0,1206,120,16,16,16,16,1,0.41
N2C3W2_CL1_1_5_E,CL1_1_5,100,1,0,1035,103,15,15,15,15,1,0.38
N2C3W2_CL2_1_5_A,CL2_1_5,100,1,0,662,65,22,22,22,22,1,0.14
N2C3W2_CL2_1_5_B,CL2_1_5,100,1,0,832,83,22,23,23,23,1,0.17
N2C3W2_CL2_1_5_C,CL2_1_5,100,1,0,672,66,22,22,22,22,1,0.14
N2C3W2_CL2_1_5_D,CL2_1_5,100,47513,98,41990,191350,22,22,23,23,0,3600.06
N2C3W2_CL2_1_5_E,CL2_1_5,100,1,0,792,78,22,22,22,22,1,0.19
N2C3W2_CL2_3_3_A,CL2_3_3,100,1,0,781,77,21,21,21,21,1,0.17
N2C3W2_CL2_3_3_B,CL2_3_3,100,1,0,941,95,22,22,22,22,1,0.34
N2C3W2_CL2_3_3_C,CL2_3_3,100,1,0,741,73,21,21,21,21,1,0.16
N2C3W2_CL2_3_3_D,CL2_3_3,100,1,0,632,62,21,21,22,21,1,0.13
N2C3W2_CL2_3_3_E,CL2_3_3,100,1,0,791,78,21,21,21,21,1,0.16
N2C3W2_CL2_3_4_A,CL2_3_4,100,1,0,839,83,18,18,19,18,1,0.19
N2C3W2_CL2_3_4_B,CL2_3_4,100,1,0,1012,101,18,19,19,19,1,0.25
N2C3W2_CL2_3_4_C,CL2_3_4,100,1,0,908,90,18,18,18,18,1,0.25
N2C3W2_CL2_3_4_D,CL2_3_4,100,14503,82,96572,101469,18,18,19,19,0,3600.11
N2C3W2_CL2_3_4_E,CL2_3_4,100,1,0,948,94,18,18,18,18,1,0.27
N2C3W4_CL1_1_3_A,CL1_1_3,100,1,0,744,73,24,24,24,24,1,0.16
N2C3W4_CL1_1_3_B,CL1_1_3,100,1,0,755,74,24,25,25,25,1,0.14
N2C3W4_CL1_1_3_C,CL1_1_3,100,1,0,743,73,23,23,23,23,1,0.17
N2C3W4_CL1_1_3_D,CL1_1_3,100,1,0,784,77,24,24,24,24,1,0.17
N2C3W4_CL1_1_3_E,CL1_1_3,100,1,0,853,86,26,26,27,26,1,0.22
N2C3W4_CL1_1_5_A,CL1_1_5,100,937,27,42035,10485,16,16,17,17,1,3056.02
N2C3W4_CL1_1_5_B,CL1_1_5,100,1,0,977,97,17,17,17,17,1,0.30
N2C3W4_CL1_1_5_C,CL1_1_5,100,1,0,1196,119,16,16,16,16,1,0.37
N2C3W4_CL1_1_5_D,CL1_1_5,100,1,0,1526,153,16,17,17,17,1,13.83
N2C3W4_CL1_1_5_E,CL1_1_5,100,1,0,1046,104,16,16,16,16,1,0.33
N2C3W4_CL2_1_5_A,CL2_1_5,100,1,0,693,68,23,23,23,23,1,0.14
N2C3W4_CL2_1_5_B,CL2_1_5,100,1,0,831,86,23,23,24,23,1,0.31
N2C3W4_CL2_1_5_C,CL2_1_5,100,1,0,915,92,22,23,23,23,1,0.31
N2C3W4_CL2_1_5_D,CL2_1_5,100,1,0,793,78,23,23,23,23,1,0.16
N2C3W4_CL2_1_5_E,CL2_1_5,100,1,0,682,67,22,22,22,22,1,0.14
N2C3W4_CL2_3_3_A,CL2_3_3,100,1,0,752,74,22,22,22,22,1,0.19
N2C3W4_CL2_3_3_B,CL2_3_3,100,675,48,4751,2743,22,22,23,23,1,95.20
N2C3W4_CL2_3_3_C,CL2_3_3,100,1,0,829,82,21,22,22,22,1,0.17
N2C3W4_CL2_3_3_D,CL2_3_3,100,1,0,692,68,22,22,22,22,1,0.15
N2C3W4_CL2_3_3_E,CL2_3_3,100,1,0,733,72,23,23,23,23,1,0.14
N2C3W4_CL2_3_4_A,CL2_3_4,100,1,0,879,87,19,19,19,19,1,0.25
N2C3W4_CL2_3_4_B,CL2_3_4,100,1,0,880,87,19,19,20,19,1,0.21
N2C3W4_CL2_3_4_C,CL2_3_4,100,1,0,1039,103,18,19,19,19,1,0.27
N2C3W4_CL2_3_4_D,CL2_3_4,100,1,0,760,75,19,19,20,19,1,0.17
N2C3W4_CL2_3_4_E,CL2_3_4,100,1,0,890,88,19,20,20,20,1,0.21
N3C1W1_CL1_1_3_A,CL1_1_3,200,1,0,1720,168,50,50,50,50,1,0.91
N3C1W1_CL1_1_3_B,CL1_1_3,200,1,0,1922,188,52,52,52,52,1,1.19
N3C1W1_CL1_1_3_C,CL1_1_3,200,16172,579,47146,84569,47,47,48,48,0,3600.33
N3C1W1_CL1_1_3_D,CL1_1_3,200,1,0,1812,177,52,52,52,52,1,1.02
N3C1W1_CL1_1_3_E,CL1_1_3,200,1,0,2107,207,47,47,47,47,1,1.79
N3C1W1_CL1_1_5_A,CL1_1_5,200,4516,131,85521,47130,33,33,34,34,0,3600.53
N3C1W1_CL1_1_5_B,CL1_1_5,200,13680,362,50276,93876,36,36,37,37,0,3600.58
N3C1W1_CL1_1_5_C,CL1_1_5,200,8915,208,74807,72448,32,32,33,33,0,3600.65
N3C1W1_CL1_1_5_D,CL1_1_5,200,1,0,2885,286,35,35,35,35,1,4.41
N3C1W1_CL1_1_5_E,CL1_1_5,200,1,0,2752,273,32,32,32,32,1,4.09
N3C1W1_CL2_1_5_A,CL2_1_5,200,1,0,1647,161,47,47,47,47,1,0.88
N3C1W1_CL2_1_5_B,CL2_1_5,200,67576,806,51409,261902,46,46,47,47,0,3600.30
N3C1W1_CL2_1_5_C,CL2_1_5,200,1,159,1985,785,43,43,44,43,1,4.47
N3C1W1_CL2_1_5_D,CL2_1_5,200,1,0,1696,167,47,48,48,48,1,1.06
N3C1W1_CL2_1_5_E,CL2_1_5,200,1,0,1834,180,43,43,44,43,1,1.02
N3C1W1_CL2_3_3_A,CL2_3_3,200,1,0,1855,182,45,45,45,45,1,1.02
N3C1W1_CL2_3_3_B,CL2_3_3,200,1,0,1698,167,46,47,47,47,1,0.86
N3C1W1_CL2_3_3_C,CL2_3_3,200,15219,586,33788,81267,44,44,45,45,0,3600.29
N3C1W1_CL2_3_3_D,CL2_3_3,200,1,0,1657,162,47,47,47,47,1,0.83
N3C1W1_CL2_3_3_E,CL2_3_3,200,8855,545,30603,52045,43,43,44,44,0,3600.21
N3C1W1_CL2_3_4_A,CL2_3_4,200,1,0,2410,241,39,40,40,40,1,2.47
N3C1W1_CL2_3_4_B,CL2_3_4,200,1,0,2252,224,41,41,42,41,1,2.09
N3C1W1_CL2_3_4_C,CL2_3_4,200,1,0,2138,211,38,38,38,38,1,1.44
N3C1W1_CL2_3_4_D,CL2_3_4,200,1,0,2070,204,40,40,40,40,1,1.31
N3C1W1_CL2_3_4_E,CL2_3_4,200,1,0,1808,178,38,38,38,38,1,1.14
N3C1W2_CL1_1_3_A,CL1_1_3,200,1,0,1537,149,56,57,57,57,1,0.83
N3C1W2_CL1_1_3_B,CL1_1_3,200,24510,553,24170,87695,58,58,59,59,0,3600.09
N3C1W2_CL1_1_3_C,CL1_1_3,200,1,375,1615,1239,58,58,59,58,1,5.53
N3C1W2_CL1_1_3_D,CL1_1_3,200,1,0,1316,131,61,62,62,62,1,0.53
N3C1W2_CL1_1_3_E,CL1_1_3,200,1,0,1359,131,59,59,59,59,1,0.56
N3C1W2_CL1_1_5_A,CL1_1_5,200,1,0,2339,231,39,39,39,39,1,2.69
N3C1W2_CL1_1_5_B,CL1_1_5,200,191,92,7418,1909,37,37,38,38,1,130.58
N3C1W2_CL1_1_5_C,CL1_1_5,200,1,0,2160,213,40,40,40,40,1,2.22
N3C1W2_CL1_1_5_D,CL1_1_5,200,1,0,1962,193,42,42,42,42,1,1.50
N3C1W2_CL1_1_5_E,CL1_1_5,200,12257,404,44106,82541,40,40,41,41,0,3600.38
N3C1W2_CL2_1_5_A,CL2_1_5,200,35,218,2218,918,49,49,50,50,1,15.48
